dataset_key,domain,frequency,model,model_family,horizon_type,horizon,experiment_type,n_series,mae,rmse,smape,avg_fit_time_seconds,avg_inference_time_seconds,avg_series_total_time_seconds,avg_peak_memory_mb
car_parts,retail,monthly,timesfm,foundation,short,2,tuned,2672,0.369497510987267,0.44107546527349845,101.58199091467003,1.0766758176380993e-05,0.3823413730203034,0.3823584192348811,4.585779190063477
car_parts,retail,monthly,arima,traditional,short,2,tuned,2674,0.5367073582478389,0.5936884404256435,177.74611901754352,8.999097677158079e-07,0.14127783723615758,0.14128257350950157,5.621986389160156
car_parts,retail,monthly,lstm,traditional,short,2,tuned,2674,0.5217914945740825,0.5659872093093788,179.3280865415247,1.3667608074225324e-06,0.16884398433639647,0.16885047388683078,5.092363357543945
car_parts,retail,monthly,uni2ts,foundation,short,2,tuned,2674,0.7739741022440328,0.8746372942886885,179.50411464363904,1.2855344328669888e-06,1.015210722664353,1.015216799217458,33.76895999908447
car_parts,retail,monthly,prophet,traditional,short,2,tuned,2674,0.5430752781004881,0.5915329269193301,181.3631935565579,9.62340840672769e-06,0.16762389535768402,0.16763810729837805,6.022846221923828
electricity_weekly,energy,weekly,timesfm,foundation,long,8,tuned,321,30481.789552920334,33137.78385021031,9.103093043831436,2.1883260423891924e-05,0.4350050320135099,0.4350324924861159,0.5820035934448242
electricity_weekly,energy,weekly,seasonal_naive,traditional,long,8,tuned,321,26351.78504672897,30367.679003094814,10.67201956853589,7.405087955272829e-07,3.8815435962142235e-05,4.258185532234149e-05,0.40924835205078114
electricity_weekly,energy,weekly,naive,traditional,long,8,tuned,321,72228.9836448598,75198.82190279373,14.139393159590835,6.766334129642475e-07,1.2159347534179688e-05,1.5694775685343044e-05,0.39952850341796864
electricity_weekly,energy,weekly,arima,traditional,long,8,tuned,321,75802.68866398458,79428.96295396295,14.838019258734747,1.537465603552132e-06,0.2595656757414155,0.259573220463928,3.714320182800293
electricity_weekly,energy,weekly,prophet,traditional,long,8,tuned,321,83824.8554109172,87024.95004922163,16.365005551065202,4.4252270850064e-05,0.28607621296915303,0.28617181584842477,6.457890510559082
electricity_weekly,energy,weekly,ttm,foundation,long,8,tuned,321,94327.91293384742,97810.40892595235,18.306330142124136,6.22116516683676e-06,1.7246376324294141,1.724651009865639,2.9048023223876958
electricity_weekly,energy,weekly,uni2ts,foundation,long,8,tuned,321,176694.08440273203,180965.42952276536,23.248148812471324,3.124694586542908e-06,1.2686043090166703,1.2686163732938678,3.6184568405151367
electricity_weekly,energy,weekly,lstm,traditional,long,8,tuned,321,364899.8522802409,365542.82656970323,199.8408382638937,3.4470424473842045e-06,4.818745623496462,4.81875554646287,0.6878318786621094
electricity_weekly,energy,weekly,timesfm,foundation,short,4,tuned,321,17319.724983857057,20205.26506670756,7.202438136731999,2.2246458820093457e-05,0.4265917342771251,0.4266214118196957,1.4218854904174805
